,Name,Gender,Parliament,YOB,Parliament_Year,Age@Parliament,Age_buckets
3954,"Bezan, James",M,38,1965,2004,39,31-40
3955,"Côté, Guy",M,38,1965,2004,39,31-40
3956,"MacKay, Peter Gordon",M,38,1965,2004,39,31-40
3957,"Brison, Scott",M,39,1967,2006,39,31-40
3958,"Clarke, Rob",M,39,1967,2006,39,31-40
3959,"LeBlanc, Dominic",M,39,1967,2006,39,31-40
3960,"Rodriguez, Pablo",M,39,1967,2006,39,31-40
3961,"Ambrose, Rona",F,40,1969,2008,39,31-40
3962,"Baird, John",M,40,1969,2008,39,31-40
3963,"Bigras, Bernard",M,40,1969,2008,39,31-40
3964,"Guergis, Helena",F,40,1969,2008,39,31-40
3965,"Hiebert, Russ",M,40,1969,2008,39,31-40
3966,"Lake, Mike",M,40,1969,2008,39,31-40
3967,"Mourani, Maria",F,40,1969,2008,39,31-40
3968,"Simms, Scott",M,40,1969,2008,39,31-40
3969,"Thibeault, Glenn",M,40,1969,2008,39,31-40
3970,"Anders, Rob",M,41,1972,2011,39,31-40
3971,"Cullen, Nathan",M,41,1972,2011,39,31-40
3972,"Fletcher, Steven John",M,41,1972,2011,39,31-40
3973,"Larose, Jean-François",M,41,1972,2011,39,31-40
3974,"Albas, Dan",M,42,1976,2015,39,31-40
3975,"Lobb, Ben",M,42,1976,2015,39,31-40
3976,"Bendayan, Rachel",F,43,1980,2019,39,31-40
3977,"Chagger, Bardish",F,43,1980,2019,39,31-40
3978,"Chen, Shaun",M,43,1980,2019,39,31-40
3979,"Green, Matthew",M,43,1980,2019,39,31-40
3980,"Harder, Rachael",F,43,1980,2019,39,31-40
3981,"Rempel Garner, Michelle",F,43,1980,2019,39,31-40
3982,"Sahota, Ruby",F,43,1980,2019,39,31-40
3983,"Herbert, Harold Thomas",M,31,1922,1979,57,51-60
3984,"Peters, William Arnold",M,31,1922,1979,57,51-60
3985,"Richardson, James Armstrong",M,31,1922,1979,57,51-60
3986,"Sauvé, Jeanne",F,31,1922,1979,57,51-60
3987,"Skoreyko, William",M,31,1922,1979,57,51-60
3988,"Yanakis, Antonio",M,31,1922,1979,57,51-60
3989,"Bell, Thomas Miller",M,31,1923,1979,56,51-60
3990,"Dupras, Maurice",M,31,1923,1979,56,51-60
3991,"Fairweather, Robert Gordon Lee",M,31,1923,1979,56,51-60
3992,"Frank, William Charles",M,31,1923,1979,56,51-60
3993,"Hellyer, Paul Theodore",M,31,1923,1979,56,51-60
3994,"Morgan, J. Trevor",M,31,1923,1979,56,51-60
3995,"Roy, Jean Robert",M,31,1923,1979,56,51-60
3996,"Arrol, Ian MacLachlan",M,31,1924,1979,55,51-60
3997,"Beaudoin, Léonel",M,31,1924,1979,55,51-60
3998,"Gillies, James McPhail",M,31,1924,1979,55,51-60
3999,"Laniel, Gérald",M,31,1924,1979,55,51-60
4000,"McKenzie, A. Daniel",M,31,1924,1979,55,51-60
4001,"McRae, Paul Edmund",M,31,1924,1979,55,51-60
4002,"Neil, Douglas Charles",M,31,1924,1979,55,51-60
4003,"Nielsen, Erik",M,31,1924,1979,55,51-60
4004,"Rose, Mark Willson",M,31,1924,1979,55,51-60
4005,"de Jong, Simon Leendert",M,32,1942,1980,38,31-40
4006,"Dupont, Raymond",M,32,1942,1980,38,31-40
4007,"Fisher, Douglas Glenn",M,32,1942,1980,38,31-40
4008,"Miller, Edward Allan",M,32,1942,1980,38,31-40
4009,"Riis, Nelson Andrew",M,32,1942,1980,38,31-40
4010,"Waddell, Ian Gardiner",M,32,1942,1980,38,31-40
4011,"Blouin, Anne",F,33,1946,1984,38,31-40
4012,"Gray, Darryl L.",M,33,1946,1984,38,31-40
4013,"Langdon, Steven W.",M,33,1946,1984,38,31-40
4014,"Murphy, Rodney Edward",M,33,1946,1984,38,31-40
4015,"Nystrom, Lorne Edmund",M,33,1946,1984,38,31-40
4016,"Parry, John Edmund",M,33,1946,1984,38,31-40
4017,"Tardif, Alain",M,33,1946,1984,38,31-40
4018,"Anawak, Jack Iyerak",M,34,1950,1988,38,31-40
4019,"Berger, David",M,34,1950,1988,38,31-40
4020,"Bourgault, Lise",F,34,1950,1988,38,31-40
4021,"Fontana, Joseph Frank (Joe)",M,34,1950,1988,38,31-40
4022,"Fulton, James Ross",M,34,1950,1988,38,31-40
4023,"Gibeau, Marie",F,34,1950,1988,38,31-40
4024,"Johnson, Alan Arthur",M,34,1950,1988,38,31-40
4025,"Manley, John Paul",M,34,1950,1988,38,31-40
4026,"Wappel, Thomas (Tom) William",M,34,1950,1988,38,31-40
4027,"Bélanger, Mauril",M,35,1955,1993,38,31-40
4028,"Dion, Stéphane",M,35,1955,1993,38,31-40
4029,"Hart, James (Jim) Alexander",M,35,1955,1993,38,31-40
4030,"Hickey, Patricia (Bonnie)",F,35,1955,1993,38,31-40
4031,"Karygiannis, Jim",M,35,1955,1993,38,31-40
4032,"MacDonald, Ronald",M,35,1955,1993,38,31-40
4033,"Nault, Robert Daniel",M,35,1955,1993,38,31-40
4034,"Nunziata, John V.",M,35,1955,1993,38,31-40
4035,"Scott, Andy",M,35,1955,1993,38,31-40
4036,"Stewart, Jane",F,35,1955,1993,38,31-40
4037,"Dockrill, Michelle",F,36,1959,1997,38,31-40
4038,"Guay, Monique",F,36,1959,1997,38,31-40
4039,"Hardy, Louise",F,36,1959,1997,38,31-40
4040,"Loubier, Yvan",M,36,1959,1997,38,31-40
4041,"Cauchon, Martin",M,37,1962,2000,38,31-40
4042,"McNally, Grant",M,37,1962,2000,38,31-40
4043,"McTeague, Dan",M,37,1962,2000,38,31-40
4044,"Ménard, Réal",M,37,1962,2000,38,31-40
4045,"Pacetti, Massimo",M,37,1962,2000,38,31-40
4046,"Torsney, Paddy",F,37,1962,2000,38,31-40
4047,"Byrne, Gerry",M,38,1966,2004,38,31-40
4048,"Russell, Todd Norman",M,38,1966,2004,38,31-40
4049,"Silva, Mario",M,38,1966,2004,38,31-40
4050,"Stronach, Belinda",F,38,1966,2004,38,31-40
4051,"Calkins, Blaine",M,39,1968,2006,38,31-40
4052,"Kenney, Jason",M,39,1968,2006,38,31-40
4053,"Masse, Brian",M,39,1968,2006,38,31-40
4054,"Calandra, Paul",M,40,1970,2008,38,31-40
4055,"Del Mastro, Dean",M,40,1970,2008,38,31-40
4056,"Rajotte, James",M,40,1970,2008,38,31-40
4057,"Boulerice, Alexandre",M,41,1973,2011,38,31-40
4058,"Bruinooge, Rod",M,41,1973,2011,38,31-40
4059,"Fortin, Jean-François",M,41,1973,2011,38,31-40
4060,"Leef, Ryan",M,41,1973,2011,38,31-40
4061,"Leslie, Megan",F,41,1973,2011,38,31-40
4062,"Mai, Hoang",M,41,1973,2011,38,31-40
4063,"O'Toole, Erin",M,41,1973,2011,38,31-40
4064,"Ravignat, Mathieu",M,41,1973,2011,38,31-40
4065,"Bains, Navdeep Singh",M,42,1977,2015,38,31-40
4066,"Gill, Marilène",F,42,1977,2015,38,31-40
4067,"Oliver, John",M,42,1977,2015,38,31-40
4068,"Beech, Terry",M,43,1981,2019,38,31-40
4069,"Fragiskatos, Peter",M,43,1981,2019,38,31-40
4070,"Steinley, Warren",M,43,1981,2019,38,31-40
4071,"Laflamme, Ovide",M,31,1925,1979,54,51-60
4072,"Benjamin, Leslie Gordon",M,31,1925,1979,54,51-60
4073,"Howard, Frank",M,31,1925,1979,54,51-60
4074,"Laprise, Gérard",M,31,1925,1979,54,51-60
4075,"Lawrence, Allan Frederick",M,31,1925,1979,54,51-60
4076,"Stackhouse, Reginald Francis",M,31,1925,1979,54,51-60
4077,"Corriveau, Léopold",M,31,1926,1979,53,51-60
4078,"Dubé, Jean-Eudes",M,31,1926,1979,53,51-60
4079,"Éthier, Denis",M,31,1926,1979,53,51-60
4080,"Godin, Roland",M,31,1926,1979,53,51-60
4081,"Lachance, Georges-C.",M,31,1926,1979,53,51-60
4082,"Langlois, Paul",M,31,1926,1979,53,51-60
4083,"Lessard, Marcel",M,31,1926,1979,53,51-60
4084,"Cossitt, Thomas Charles",M,31,1927,1979,52,51-60
4085,"Cullen, Jack Sydney George (Bud)",M,31,1927,1979,52,51-60
4086,"Hollands, Daniel Fulton",M,31,1927,1979,52,51-60
4087,"Holmes, John Robert",M,31,1927,1979,52,51-60
4088,"Horner, John (Jack) Henry",M,31,1927,1979,52,51-60
4089,"Stevens, Sinclair McKnight",M,31,1927,1979,52,51-60
4090,"Rondeau, Gilbert F.",M,31,1928,1979,51,51-60
4091,"Campbell, W. Bennett",M,32,1943,1980,37,31-40
4092,"Keeper, Cyril",M,32,1943,1980,37,31-40
4093,"Landers, Mike",M,32,1943,1980,37,31-40
4094,"Murta, Jack Burnett",M,32,1943,1980,37,31-40
4095,"Tessier, Claude",M,32,1943,1980,37,31-40
4096,"Vankoughnet, William John",M,32,1943,1980,37,31-40
4097,"Angus, Iain Francis",M,33,1947,1984,37,31-40
4098,"Bosley, John William",M,33,1947,1984,37,31-40
4099,"Clinch, J. Roger",M,33,1947,1984,37,31-40
4100,"Daubney, David Bruce",M,33,1947,1984,37,31-40
4101,"Hamelin, Charles-André",M,33,1947,1984,37,31-40
4102,"MacDougall, John Alexander Frances",M,33,1947,1984,37,31-40
4103,"Blaikie, William Alexander (Bill)",M,34,1951,1988,37,31-40
4104,"Blondin-Andrew, Ethel Dorothy",F,34,1951,1988,37,31-40
4105,"Sobeski, Patrick (Pat) Anthony",M,34,1951,1988,37,31-40
4106,"White, Brian",M,34,1951,1988,37,31-40
4107,"Iftody, David",M,35,1956,1993,37,31-40
4108,"Knutson, Gar",M,35,1956,1993,37,31-40
4109,"Marchi, Sergio",M,35,1956,1993,37,31-40
4110,"Mitchell, Andrew (Andy)",M,35,1956,1993,37,31-40
4111,"Speller, Robert (Bob)",M,35,1956,1993,37,31-40
4112,"Bernier, Yvan",M,36,1960,1997,37,31-40
4113,"Bevilacqua, Maurizio",M,36,1960,1997,37,31-40
4114,"Martin, Keith P.",M,36,1960,1997,37,31-40
4115,"Vautour, Angela",F,36,1960,1997,37,31-40
4116,"Bellehumeur, Michel",M,37,1963,2000,37,31-40
4117,"Coderre, Denis",M,37,1963,2000,37,31-40
4118,"Lanctôt, Robert",M,37,1963,2000,37,31-40
4119,"Peschisolido, Joe",M,37,1963,2000,37,31-40
4120,"Sauvageau, Benoît",M,37,1963,2000,37,31-40
4121,"Savoy, Andy",M,37,1963,2000,37,31-40
4122,"Whelan, Susan",F,36,1963,1997,34,31-40
4123,"Brison, Scott",M,38,1967,2004,37,31-40
4124,"LeBlanc, Dominic",M,38,1967,2004,37,31-40
4125,"Rodriguez, Pablo",M,38,1967,2004,37,31-40
4126,"Alghabra, Omar",M,39,1969,2006,37,31-40
4127,"Ambrose, Rona",F,39,1969,2006,37,31-40
4128,"Baird, John",M,39,1969,2006,37,31-40
4129,"Batters, Dave",M,39,1969,2006,37,31-40
4130,"Bigras, Bernard",M,39,1969,2006,37,31-40
4131,"Guergis, Helena",F,39,1969,2006,37,31-40
4132,"Hiebert, Russ",M,39,1969,2006,37,31-40
4133,"Lake, Mike",M,39,1969,2006,37,31-40
4134,"Mourani, Maria",F,39,1969,2006,37,31-40
4135,"Simms, Scott",M,39,1969,2006,37,31-40
4136,"St-Hilaire, Caroline",F,39,1969,2006,37,31-40
4137,"Chong, Michael D.",M,40,1971,2008,37,31-40
4138,"Trudeau, Justin",M,40,1971,2008,37,31-40
4139,"Watson, Jeff",M,39,1971,2006,35,31-40
4140,"Adams, Eve",F,41,1974,2011,37,31-40
4141,"Andrews, Scott",M,41,1974,2011,37,31-40
4142,"Choquette, François",M,41,1974,2011,37,31-40
4143,"Gill, Parm",M,41,1974,2011,37,31-40
4144,"Hassainia, Sana",F,41,1974,2011,37,31-40
4145,"Hillyer, Jim",M,41,1974,2011,37,31-40
4146,"Moore, Rob",M,41,1974,2011,37,31-40
4147,"Paradis, Christian",M,41,1974,2011,37,31-40
4148,"Richards, Blake",M,41,1974,2011,37,31-40
4149,"Trost, Brad",M,41,1974,2011,37,31-40
4150,"Uppal, Tim",M,41,1974,2011,37,31-40
4151,"Blaikie, Daniel",M,42,1978,2015,37,31-40
4152,"Fraser, Colin",M,42,1978,2015,37,31-40
4153,"Strahl, Mark",M,42,1978,2015,37,31-40
4154,"Warkentin, Chris",M,41,1978,2011,33,31-40
4155,"Ashton, Niki",F,43,1982,2019,37,31-40
4156,"Larouche, Andréanne",F,43,1982,2019,37,31-40
4157,"Ste-Marie, Gabriel",M,43,1982,2019,37,31-40
4158,"van Koeverden, Adam",M,43,1982,2019,37,31-40
4159,"Vis, Brad",M,43,1982,2019,37,31-40
4160,"Cafik, Norman Augustine",M,31,1928,1979,51,51-60
4161,"Coates, Robert Carman",M,31,1928,1979,51,51-60
4162,"Grafftey, William Heward",M,31,1928,1979,51,51-60
4163,"Hurlburt, Kenneth Earl",M,31,1928,1979,51,51-60
4164,"La Salle, Roch",M,31,1928,1979,51,51-60
4165,"Lajoie, Claude G.",M,31,1928,1979,51,51-60
4166,"Marceau, Gilles",M,31,1928,1979,51,51-60
4167,"McKinley, Robert Elgin",M,31,1928,1979,51,51-60
4168,"Paproski, Steve Eugene",M,31,1928,1979,51,51-60
4169,"Portelance, Arthur",M,31,1928,1979,51,51-60
4170,"Stewart, Donald Craig",M,31,1928,1979,51,51-60
4171,"Côté, Florian",M,31,1929,1979,50,41-50
4172,"Kuntz, Harry",M,31,1929,1979,50,41-50
4173,"Bawden, Peter Colwell",M,31,1929,1979,50,41-50
4174,"Beattie, Duncan M.",M,31,1929,1979,50,41-50
4175,"Breau, Herb",M,32,1944,1980,36,31-40
4176,"Bujold, Joseph Roger Rémi",M,32,1944,1980,36,31-40
4177,"Elzinga, Peter",M,32,1944,1980,36,31-40
4178,"Lapointe, Charles",M,32,1944,1980,36,31-40
4179,"Nickerson, Dave",M,32,1944,1980,36,31-40
4180,"Olivier, Joseph Mario Jacques",M,32,1944,1980,36,31-40
4181,"Binns, Patrick George",M,33,1948,1984,36,31-40
4182,"Blackburn, Jean-Pierre",M,33,1948,1984,36,31-40
4183,"Blais, Pierre",M,33,1948,1984,36,31-40
4184,"Cadieux, Pierre H.",M,33,1948,1984,36,31-40
4185,"Cossitt, Jennifer",F,33,1948,1984,36,31-40
4186,"Harris, Jack",M,33,1948,1984,36,31-40
4187,"Schellenberger, Stanley Kenneth",M,33,1948,1984,36,31-40
4188,"Arseneault, Guy H.",M,34,1952,1988,36,31-40
4189,"Cooper, Albert Glen",M,34,1952,1988,36,31-40
4190,"Copps, Sheila Maureen",F,34,1952,1988,36,31-40
4191,"Dingwall, David Charles",M,34,1952,1988,36,31-40
4192,"Grey, Deborah C.",F,34,1952,1988,36,31-40
4193,"Harvey, Ross",M,34,1952,1988,36,31-40
4194,"Nicholson, Rob",M,34,1952,1988,36,31-40
4195,"Reid, Ian Angus Ross",M,34,1952,1988,36,31-40
4196,"Robinson, Svend Johannes",M,34,1952,1988,36,31-40
4197,"Taylor, Leonard William (Len)",M,34,1952,1988,36,31-40
4198,"Valcourt, Bernard",M,34,1952,1988,36,31-40
4199,"Anderson, David",M,35,1957,1993,36,31-40
4200,"Anderson, David",M,35,1957,1993,36,31-40
4201,"Ianno, Tony",M,35,1957,1993,36,31-40
4202,"Strahl, Charles (Chuck)",M,35,1957,1993,36,31-40
4203,"Valeri, Tony",M,35,1957,1993,36,31-40
4204,"Bonwick, Paul",M,37,1964,2000,36,31-40
4205,"Herron, John",M,37,1964,2000,36,31-40
4206,"Reid, Scott",M,37,1964,2000,36,31-40
4207,"Kenney, Jason",M,38,1968,2004,36,31-40
4208,"Masse, Brian",M,38,1968,2004,36,31-40
4209,"Del Mastro, Dean",M,39,1970,2006,36,31-40
4210,"Rajotte, James",M,39,1970,2006,36,31-40
4211,"Anders, Rob",M,40,1972,2008,36,31-40
4212,"Cullen, Nathan",M,40,1972,2008,36,31-40
4213,"D'Amours, Jean-Claude",M,40,1972,2008,36,31-40
4214,"Faille, Meili",F,40,1972,2008,36,31-40
4215,"Fletcher, Steven John",M,40,1972,2008,36,31-40
4216,"Thi Lac, Ève-Mary Thaï",F,40,1972,2008,36,31-40
4217,"Bittle, Chris",M,42,1979,2015,36,31-40
4218,"Dhillon, Anju",F,42,1979,2015,36,31-40
4219,"Dzerowicz, Julie",F,42,1979,2015,36,31-40
4220,"Joly, Mélanie",F,42,1979,2015,36,31-40
4221,"Ouellette, Robert-Falcon",M,42,1979,2015,36,31-40
4222,"Poilievre, Pierre",M,42,1979,2015,36,31-40
4223,"Scheer, Andrew",M,42,1979,2015,36,31-40
4224,"Schiefke, Peter",M,42,1979,2015,36,31-40
4225,"Singh, Jagmeet",M,42,1979,2015,36,31-40
4226,"Stubbs, Shannon",F,42,1979,2015,36,31-40
4227,"Drouin, Francis",M,43,1983,2019,36,31-40
4228,"O'Connell, Jennifer",F,43,1983,2019,36,31-40
4229,"Buchanan, J. Judd",M,31,1929,1979,50,41-50
4230,"Carter, Walter C.",M,31,1929,1979,50,41-50
4231,"Comtois, Joseph-Roland",M,31,1929,1979,50,41-50
4232,"Ellis, John Raymond",M,31,1929,1979,50,41-50
4233,"Howie, J. Robert",M,31,1929,1979,50,41-50
4234,"Korchinski, Stanley James",M,31,1929,1979,50,41-50
4235,"Lalonde, Marc",M,31,1929,1979,50,41-50
4236,"Olaussen, Harry Magnus",M,31,1929,1979,50,41-50
4237,"Stanbury, Robert Douglas George",M,31,1929,1979,50,41-50
4238,"Stewart, Ralph Wesley",M,31,1929,1979,50,41-50
4239,"Turner, John Napier",M,31,1929,1979,50,41-50
4240,"Baker, Walter David",M,31,1930,1979,49,41-50
4241,"Blenkarn, Donald Alex",M,31,1930,1979,49,41-50
4242,"Caccia, Charles L.",M,31,1930,1979,49,41-50
4243,"Hopkins, Leonard Donald",M,31,1930,1979,49,41-50
4244,"Horner, Norval Alic",M,31,1930,1979,49,41-50
4245,"Jarvis, William Herbert",M,31,1930,1979,49,41-50
4246,"Fraser, John Allen",M,31,1931,1979,48,41-50
4247,"Gray, Herbert Eser (Herb)",M,31,1931,1979,48,41-50
4248,"Harney, John Paul",M,31,1931,1979,48,41-50
4249,"Leggatt, Stuart Malcolm",M,31,1931,1979,48,41-50
4250,"MacGuigan, Mark R.",M,31,1931,1979,48,41-50
4251,"Munro, John Carr",M,31,1931,1979,48,41-50
4252,"Nesdoly, Elias (Eli)",M,31,1931,1979,48,41-50
4253,"Nowlan, John Patrick (Pat)",M,31,1931,1979,48,41-50
4254,"Poulin, Fabian Hugh",M,31,1931,1979,48,41-50
4255,"Frith, Douglas Cockburn",M,32,1945,1980,35,31-40
4256,"McMillan, Thomas Michael",M,32,1945,1980,35,31-40
4257,"Boudria, Don",M,33,1949,1984,35,31-40
4258,"Desjardins, Gabriel",M,33,1949,1984,35,31-40
4259,"Girard, Albert",M,33,1949,1984,35,31-40
4260,"Toupin, Robert",M,33,1949,1984,35,31-40
4261,"Guarnieri, Albina",F,34,1953,1988,35,31-40
4262,"Keyes, Stan Kazmierczak",M,34,1953,1988,35,31-40
4263,"Laporte, Rodney Edward",M,34,1953,1988,35,31-40
4264,"LeBlanc, Francis G.",M,34,1953,1988,35,31-40
4265,"O'Kurley, Brian Alexander",M,34,1953,1988,35,31-40
4266,"Pronovost, Denis",M,34,1953,1988,35,31-40
4267,"Charest, Jean J.",M,35,1958,1993,35,31-40
4268,"Kirkby, Gordon",M,35,1958,1993,35,31-40
4269,"Solberg, Monte",M,35,1958,1993,35,31-40
4270,"Cauchon, Martin",M,36,1962,1997,35,31-40
4271,"Dubé, Jean F.",M,36,1962,1997,35,31-40
4272,"McNally, Grant",M,36,1962,1997,35,31-40
4273,"McTeague, Dan",M,36,1962,1997,35,31-40
4274,"Ménard, Réal",M,36,1962,1997,35,31-40
4275,"Torsney, Paddy",F,36,1962,1997,35,31-40
4276,"Bergeron, Stéphane",M,37,1965,2000,35,31-40
4277,"MacKay, Peter Gordon",M,37,1965,2000,35,31-40
4278,"Ambrose, Rona",F,38,1969,2004,35,31-40
4279,"Batters, Dave",M,38,1969,2004,35,31-40
4280,"Bigras, Bernard",M,38,1969,2004,35,31-40
4281,"Guergis, Helena",F,38,1969,2004,35,31-40
4282,"Hiebert, Russ",M,38,1969,2004,35,31-40
4283,"Simms, Scott",M,38,1969,2004,35,31-40
4284,"St-Hilaire, Caroline",F,38,1969,2004,35,31-40
4285,"Chong, Michael D.",M,39,1971,2006,35,31-40
4286,"Jaffer, Rahim",M,39,1971,2006,35,31-40
4287,"Watson, Jeff",M,38,1971,2004,33,31-40
4288,"Bruinooge, Rod",M,40,1973,2008,35,31-40
4289,"Leslie, Megan",F,40,1973,2008,35,31-40
4290,"Malo, Luc",M,40,1973,2008,35,31-40
4291,"Albas, Dan",M,41,1976,2011,35,31-40
4292,"Lobb, Ben",M,41,1976,2011,35,31-40
4293,"Moore, James",M,41,1976,2011,35,31-40
4294,"Bendayan, Rachel",F,42,1980,2015,35,31-40
4295,"Chagger, Bardish",F,42,1980,2015,35,31-40
4296,"Chen, Shaun",M,42,1980,2015,35,31-40
4297,"Harder, Rachael",F,42,1980,2015,35,31-40
4298,"Rempel Garner, Michelle",F,42,1980,2015,35,31-40
4299,"Sahota, Ruby",F,42,1980,2015,35,31-40
4300,"Barrett, Michael",M,43,1984,2019,35,31-40
4301,"Collins, Laurel",F,43,1984,2019,35,31-40
4302,"Erskine-Smith, Nathaniel",M,43,1984,2019,35,31-40
4303,"Falk, Rosemarie",F,43,1984,2019,35,31-40
4304,"Monsef, Maryam",F,43,1984,2019,35,31-40
4305,"Nater, John",M,43,1984,2019,35,31-40
4306,"Sidhu, Maninder",M,43,1984,2019,35,31-40
4307,"Sikand, Gagan",M,43,1984,2019,35,31-40
4308,"Sloan, Derek",M,43,1984,2019,35,31-40
4309,"Tabbara, Marwan",M,43,1984,2019,35,31-40
4310,"Lewycky, Laverne",M,32,1946,1980,34,31-40
4311,"Taylor, Charles Keith",M,31,1931,1979,48,41-50
4312,"Allmand, William Warren",M,31,1932,1979,47,41-50
4313,"Basford, Stanley Ronald",M,31,1932,1979,47,41-50
4314,"Goyer, Jean-Pierre",M,31,1932,1979,47,41-50
4315,"Lang, Otto Emil",M,31,1932,1979,47,41-50
4316,"Macdonald, Donald Stovel",M,31,1932,1979,47,41-50
4317,"McGrath, James Aloysius",M,31,1932,1979,47,41-50
4318,"Oberle, Frank",M,31,1932,1979,47,41-50
4319,"Clarke, William Hillary (Bill)",M,31,1933,1979,46,41-50
4320,"Faulkner, James Hugh",M,31,1933,1979,46,41-50
4321,"Foster, Maurice Brydon",M,31,1933,1979,46,41-50
4322,"Guay, Raynald Joseph Albert",M,31,1933,1979,46,41-50
4323,"Jerome, James Alexander",M,31,1933,1979,46,41-50
4324,"Penner, B. Keith",M,31,1933,1979,46,41-50
4325,"Reilly, Peter",M,31,1933,1979,46,41-50
4326,"Schumacher, Stanley Stanford",M,31,1933,1979,46,41-50
4327,"Higson, Kenneth James",M,31,1934,1979,45,41-50
4328,"Collenette, David Michael",M,32,1946,1980,34,31-40
4329,"Murphy, Rodney Edward",M,32,1946,1980,34,31-40
4330,"Nystrom, Lorne Edmund",M,32,1946,1980,34,31-40
4331,"Sargeant, Terence James (Terry)",M,32,1946,1980,34,31-40
4332,"Tardif, Alain",M,32,1946,1980,34,31-40
4333,"Berger, David",M,33,1950,1984,34,31-40
4334,"Bourgault, Lise",F,33,1950,1984,34,31-40
4335,"Cochrane, Dennis H.",M,33,1950,1984,34,31-40
4336,"Fulton, James Ross",M,33,1950,1984,34,31-40
4337,"Suluk, Thomas",M,33,1950,1984,34,31-40
4338,"Chartrand, Gilbert",M,34,1954,1988,34,31-40
4339,"Dorin, Murray",M,34,1954,1988,34,31-40
4340,"Hughes, Kenneth Gardner",M,34,1954,1988,34,31-40
4341,"Tobin, Brian Vincent",M,34,1954,1988,34,31-40
4342,"Guay, Monique",F,35,1959,1993,34,31-40
4343,"Harper, Stephen",M,35,1959,1993,34,31-40
4344,"Loubier, Yvan",M,35,1959,1993,34,31-40
4345,"Regan, Geoff",M,35,1959,1993,34,31-40
4346,"Bellehumeur, Michel",M,36,1963,1997,34,31-40
4347,"Coderre, Denis",M,36,1963,1997,34,31-40
4348,"Sauvageau, Benoît",M,36,1963,1997,34,31-40
4349,"Byrne, Gerry",M,37,1966,2000,34,31-40
4350,"Pankiw, Jim",M,37,1966,2000,34,31-40
4351,"Marceau, Richard",M,38,1970,2004,34,31-40
4352,"Rajotte, James",M,38,1970,2004,34,31-40
4353,"Anders, Rob",M,39,1972,2006,34,31-40
4354,"Cullen, Nathan",M,39,1972,2006,34,31-40
4355,"D'Amours, Jean-Claude",M,39,1972,2006,34,31-40
4356,"Faille, Meili",F,39,1972,2006,34,31-40
4357,"Fletcher, Steven John",M,39,1972,2006,34,31-40
4358,"Thi Lac, Ève-Mary Thaï",F,39,1972,2006,34,31-40
4359,"Andrews, Scott",M,40,1974,2008,34,31-40
4360,"Dhalla, Ruby",F,40,1974,2008,34,31-40
4361,"Holland, Mark",M,40,1974,2008,34,31-40
4362,"Moore, Rob",M,40,1974,2008,34,31-40
4363,"Paradis, Christian",M,40,1974,2008,34,31-40
4364,"Richards, Blake",M,40,1974,2008,34,31-40
4365,"Trost, Brad",M,40,1974,2008,34,31-40
4366,"Uppal, Tim",M,40,1974,2008,34,31-40
4367,"Beech, Terry",M,42,1981,2015,34,31-40
4368,"Fragiskatos, Peter",M,42,1981,2015,34,31-40
4369,"Graham, David",M,42,1981,2015,34,31-40
4370,"Kmiec, Tom",M,42,1981,2015,34,31-40
4371,"Khalid, Iqra",F,43,1985,2019,34,31-40
4372,"Blackburn, Derek Nigel Ernest",M,31,1934,1979,45,41-50
4373,"Chrétien, Joseph Jacques Jean",M,31,1934,1979,45,41-50
4374,"Watson, Ian",M,31,1934,1979,45,41-50
4375,"Firth, Walter (Wally)",M,31,1935,1979,44,41-50
4376,"Matte, René",M,31,1935,1979,44,41-50
4377,"Bosley, John William",M,32,1947,1980,33,31-40
4378,"Deniger, Pierre",M,32,1947,1980,33,31-40
4379,"MacDougall, John Alexander Frances",M,32,1947,1980,33,31-40
4380,"Massé, Paul-André",M,32,1947,1980,33,31-40
4381,"Blaikie, William Alexander (Bill)",M,33,1951,1984,33,31-40
4382,"White, Brian",M,33,1951,1984,33,31-40
4383,"Gardiner, Brian L.",M,34,1955,1988,33,31-40
4384,"Karygiannis, Jim",M,34,1955,1988,33,31-40
4385,"MacDonald, Ronald",M,34,1955,1988,33,31-40
4386,"Nault, Robert Daniel",M,34,1955,1988,33,31-40
4387,"Nunziata, John V.",M,34,1955,1988,33,31-40
4388,"Robitaille, Jean-Marc",M,34,1955,1988,33,31-40
4389,"Vincent, Pierre H.",M,34,1955,1988,33,31-40
4390,"Bernier, Yvan",M,35,1960,1993,33,31-40
4391,"Bevilacqua, Maurizio",M,35,1960,1993,33,31-40
4392,"Martin, Keith P.",M,35,1960,1993,33,31-40
4393,"Bonwick, Paul",M,36,1964,1997,33,31-40
4394,"Herron, John",M,36,1964,1997,33,31-40
4395,"Brison, Scott",M,37,1967,2000,33,31-40
4396,"LeBlanc, Dominic",M,37,1967,2000,33,31-40
4397,"Boire, Alain",M,38,1971,2004,33,31-40
4398,"Chong, Michael D.",M,38,1971,2004,33,31-40
4399,"Jaffer, Rahim",M,38,1971,2004,33,31-40
4400,"Bruinooge, Rod",M,39,1973,2006,33,31-40
